Index,src,snk
0,141,122
1,17,141
2,121,194
3,28,164
4,113,13
5,172,38
6,125,107
7,150,79
8,123,31
9,72,22
10,56,82
11,174,130
12,187,164
13,196,199
14,94,14
15,24,103
16,175,34
17,83,154
18,115,109
19,20,67
20,146,150
21,188,156
22,80,29
23,189,27
24,89,118
25,163,82
26,150,69
27,127,11
28,197,86
29,93,176
30,195,187
31,98,1
32,128,143
33,68,33
34,68,169
35,178,115
36,10,72
37,136,194
38,193,1
39,170,66
40,29,188
41,196,5
42,76,59
43,85,15
44,141,129
45,50,48
46,63,76
47,182,174
48,178,130
49,74,35
50,144,183
51,77,124
52,14,65
53,188,83
54,71,111
55,170,177
56,56,115
57,158,68
58,82,62
59,49,98
60,183,24
61,199,154
62,197,163
63,84,89
64,182,53
65,84,39
66,98,33
67,48,194
68,135,177
69,147,169
70,196,109
71,89,45
72,199,65
73,74,25
74,87,148
75,171,76
76,23,171
77,184,140
78,3,80
79,25,167
80,133,164
81,12,146
82,34,119
83,112,33
84,74,4
85,26,124
86,93,105
87,104,53
88,41,192
89,106,47
90,135,46
91,122,32
92,88,106
93,184,61
94,21,158
95,94,57
96,2,156
97,63,161
98,1,98
99,84,1
100,20,82
101,114,5
102,157,22
103,175,163
104,181,13
105,113,10
106,184,90
107,179,145
108,84,62
109,188,185
110,179,62
111,168,124
112,125,121
113,186,58
114,132,195
115,147,130
116,59,161
117,20,94
118,11,94
119,114,56
120,31,2
121,144,183
122,134,9
123,11,160
124,139,17
125,19,15
126,96,199
127,193,62
128,88,100
129,139,83
130,177,61
131,27,119
132,19,105
133,8,111
134,74,2
135,190,147
136,138,143
137,31,29
138,23,175
139,99,34
140,36,10
141,50,163
142,138,28
143,71,11
144,94,185
145,120,58
146,18,197
147,49,104
148,184,142
149,101,27
150,129,101
151,92,51
152,31,39
153,30,149
154,17,116
155,7,170
156,179,109
157,9,199
158,179,29
159,192,146
160,80,131
161,42,32
162,89,177
163,129,4
164,81,6
165,180,106
166,165,34
167,119,66
168,14,33
169,16,163
170,195,128
171,156,51
172,17,84
173,88,125
174,175,37
175,31,54
176,161,29
177,26,80
178,141,130
179,128,12
180,46,168
181,144,174
182,123,46
183,149,145
184,22,136
185,40,11
186,79,88
187,99,193
188,2,33
189,28,30
190,182,172
191,145,193
192,86,105
193,16,177
194,0,172
195,12,51
196,132,164
197,118,31
198,21,52
199,127,36
200,131,138
201,164,111
202,95,126
203,68,10
204,127,56
205,141,196
206,19,52
207,129,74
208,140,181
209,49,50
210,119,106
211,79,40
212,186,138
213,1,123
214,129,6
215,95,39
216,32,169
217,110,78
218,27,33
219,82,1
220,130,46
221,88,57
222,84,168
223,69,91
224,181,64
225,101,192
226,64,71
227,42,151
228,130,82
229,42,40
230,35,144
231,43,125
232,93,158
233,12,44
234,21,167
235,102,47
236,83,120
237,139,46
238,171,4
239,128,133
240,164,1
241,118,149
242,199,179
243,196,122
244,63,113
245,86,80
246,25,33
247,123,80
248,96,178
249,156,45
250,180,141
251,82,93
252,102,5
253,188,174
254,178,154
255,154,113
256,40,103
257,164,1
258,126,25
259,188,147
260,90,41
261,76,84
262,27,38
263,86,29
264,14,75
265,192,115
266,171,137
267,58,168
268,172,113
269,74,98
270,50,5
271,184,102
272,129,95
273,47,13
274,15,36
275,87,171
276,103,49
277,81,41
278,29,53
279,187,162
280,29,102
281,179,134
282,27,80
283,81,144
284,90,51
285,136,26
286,21,106
287,104,139
288,114,132
289,134,65
290,17,88
291,110,86
292,171,127
293,63,51
294,106,109
295,31,160
296,6,166
297,133,61
298,106,8
299,103,138
300,130,78
301,16,152
302,127,2
303,119,193
304,176,41
305,182,190
306,83,71
307,24,63
308,127,112
309,106,28
310,32,18
311,26,125
312,89,69
313,30,33
314,182,101
315,89,103
316,68,17
317,96,1
318,181,96
319,63,196
320,25,166
321,130,53
322,113,42
323,133,16
324,147,172
325,20,14
326,76,132
327,97,195
328,163,143
329,83,59
330,40,56
331,50,2
332,189,188
333,182,156
334,68,41
335,106,29
336,122,39
337,169,178
338,164,51
339,82,144
340,98,161
341,90,151
342,24,17
343,98,8
344,26,30
345,63,81
346,21,130
347,178,131
348,87,131
349,115,186
350,84,57
351,139,168
352,95,19
353,98,166
354,171,107
355,172,50
356,187,155
357,29,11
358,177,26
359,134,10
360,169,183
361,97,168
362,51,13
363,57,157
