Index,src,snk
0,533,217
1,313,683
2,140,714
3,330,329
4,16,634
5,733,378
6,231,388
7,191,655
8,390,7
9,753,88
10,491,55
11,721,424
12,567,286
13,201,386
14,113,232
15,610,526
16,498,293
17,436,201
18,125,755
19,43,149
20,476,788
21,345,94
22,2,324
23,217,534
24,227,790
25,721,58
26,509,471
27,697,396
28,139,776
29,485,270
30,262,40
31,155,344
32,313,3
33,320,22
34,272,38
35,274,26
36,127,139
37,326,364
38,136,547
39,78,678
40,694,673
41,719,5
42,231,651
43,616,716
44,110,283
45,85,127
46,766,326
47,145,536
48,799,759
49,770,726
50,211,106
51,596,474
52,262,308
53,426,435
54,471,469
55,227,434
56,319,295
57,768,558
58,576,777
59,668,372
60,799,89
61,586,43
62,550,49
63,728,650
64,733,686
65,571,267
66,256,318
67,235,552
68,550,298
69,204,502
70,359,52
71,539,359
72,463,721
73,746,511
74,117,304
75,133,145
76,89,698
77,794,365
78,516,122
79,659,652
80,363,707
81,663,629
82,752,227
83,363,413
84,243,329
85,674,578
86,211,407
87,527,359
88,677,38
89,72,37
90,796,115
91,320,786
92,389,292
93,761,449
94,102,315
95,613,431
96,586,92
97,483,411
98,290,754
99,332,720
100,14,252
101,41,372
102,706,417
103,742,62
104,291,330
105,519,88
106,79,191
107,305,653
108,237,383
109,761,699
110,290,0
111,231,622
112,216,298
113,257,545
114,393,472
115,3,64
116,693,541
117,655,75
118,727,564
119,79,116
120,577,369
121,511,744
122,464,45
123,483,111
124,111,767
125,587,539
126,726,762
127,346,287
128,14,534
129,461,697
130,189,620
131,758,663
132,378,582
133,25,166
134,21,84
135,784,588
136,586,130
137,438,743
138,397,332
139,260,687
140,204,423
141,761,414
142,359,39
143,353,174
144,600,196
145,764,21
146,783,127
147,517,242
148,482,663
149,230,696
150,487,784
151,8,329
152,130,74
153,9,415
154,68,66
155,411,276
156,227,8
157,464,238
158,47,226
159,793,586
160,593,172
161,609,657
162,658,349
163,257,1
164,444,439
165,494,783
166,372,355
167,96,360
168,465,129
169,194,277
170,2,168
171,22,631
172,786,728
173,228,16
174,117,730
175,256,134
176,386,341
177,724,519
178,721,551
179,792,365
180,535,253
181,168,587
182,98,644
183,742,97
184,491,336
185,587,580
186,362,518
187,693,116
188,185,383
189,734,784
190,47,684
191,8,674
192,418,225
193,539,786
194,238,541
195,618,267
196,261,144
197,251,240
198,617,644
199,691,514
200,275,617
201,326,171
202,401,489
203,213,738
204,432,696
205,799,777
206,250,208
207,428,384
208,361,489
209,68,280
210,461,513
211,703,238
212,179,669
213,399,331
214,635,233
215,174,348
216,234,338
217,398,631
218,587,330
219,598,669
220,727,473
221,250,110
222,39,98
223,159,152
