nodeId,x,y
0,548.8135039273247,715.1893663724195
1,602.7633760716438,544.8831829968968
2,423.6547993389047,645.8941130666561
3,437.5872112626925,891.7730007820797
4,963.6627605010293,383.4415188257777
5,791.7250380826646,528.8949197529045
6,568.0445610939323,925.596638292661
7,71.03605819788694,87.1292997015407
8,20.21839744032572,832.619845547938
9,778.1567509498504,870.0121482468192
10,978.618342232764,799.1585642167236
11,461.4793622529318,780.5291762864555
12,118.27442586893322,639.9210213275238
13,143.3532874090464,944.6689170495839
14,521.8483217500717,414.6619399905236
15,264.55561210462696,774.2336894342167
16,456.1503322165486,568.4339488686485
17,18.789800436355144,617.6354970758771
18,612.0957227224214,616.9339968747569
19,943.7480785146241,681.8202991034834
20,359.507900573786,437.03195379934147
21,697.6311959272649,60.22547162926983
22,666.7667154456677,670.6378696181594
23,210.3825610738409,128.9262976548533
24,315.42835092418386,363.7107709426226
25,570.1967704178796,438.6015134623203
26,988.3738380592262,102.04481074802807
27,208.8767560948347,161.30951788499627
28,653.1083254653985,253.2916025397821
29,466.3107728563063,244.42559200160275
30,158.96958364551972,110.37514116430513
31,656.3295894652734,138.1829513486138
32,196.5823616800535,368.7251706609641
33,820.9932298479351,97.10127579306128
34,837.9449074988039,96.09840789396307
35,976.4594650133957,468.65120164770155
36,976.7610881903371,604.845519745046
37,739.2635793983017,39.18779225432068
38,282.8069625764096,120.1965612131689
39,296.14019752214494,118.72771895424405
40,317.983179393976,414.26299451466997
41,64.14749634878436,692.4721193700199
42,566.6014542065751,265.3894909394454
43,523.2480534666996,93.94051075844168
44,575.9464955561792,929.296197576214
45,318.56895245132364,667.4103799636816
46,131.79786240439216,716.3272041185655
47,289.4060929472011,183.19136200711682
48,586.5129348100832,20.107546187493554
49,828.9400292173631,4.695476192547066
50,677.8165367962301,270.00797319216485
51,735.1940221225949,962.1885451174383
52,248.75314351995803,576.1573344178369
53,592.041931271839,572.2519057908734
54,223.08163264061832,952.749011516985
55,447.12537861762735,846.4086724711278
56,699.4792753175043,297.43695085513366
57,813.7978197024772,396.5057408469846
58,881.1031971111615,581.2728726358587
59,881.7353618548528,692.5315900777658
60,725.2542798196405,501.32438192670224
61,956.0836347232239,643.9901992296374
62,423.8550485581797,606.3932141279244
63,19.193198309333525,301.5748166745493
64,660.173537492685,290.07760721044406
65,618.0154289988416,428.7687009457661
66,135.47406422245024,298.2823259560308
67,569.9649107012649,590.8727612481732
68,574.3252488495788,653.2008198571336
69,652.1032700016889,431.41843543397397
70,896.546595851063,367.56187004789655
71,435.8649252656268,891.9233550156721
72,806.1939890460858,703.8885835403663
73,100.22688731230112,919.4826137446736
74,714.2412995491114,998.8470065678665
75,149.44830465799376,868.1260573682142
76,162.49293467637483,615.5595642838442
77,123.81998284944152,848.0082293222345
78,807.3189587250107,569.1007386145933
79,407.18329722599964,69.16699545513805
80,697.4287731445636,453.54268267806884
81,722.0555994703479,866.3823259286291
82,975.5215050028858,855.8033423926111
83,11.714084185001973,359.9780644783639
84,729.990562424058,171.62967726144052
85,521.0366062041293,54.33798833925363
86,199.99652489640008,18.52179446061397
87,793.6977033574207,223.92468806038013
88,345.3516806969027,928.0812934655909
89,704.4144019235328,31.838929531307848
90,164.69415649791276,621.4784014997635
91,577.2285886041676,237.89282137450863
92,934.2139979247937,613.965955965896
93,535.6328030249583,589.909976354571
94,730.1220295167697,311.94499547960186
95,398.22106221609187,209.84374897512214
96,186.19300588033616,944.3723899839335
97,739.5507950492876,490.45880861756706
98,227.41462797332323,254.35648177039295
99,58.029160323875615,434.41662555812076
100,311.79588199410256,696.3434888154595
101,377.7518392924809,179.6036775596348
102,24.678728391331227,67.24963146324858
103,679.3927734985673,453.69684455604533
104,536.5792111087222,896.6712930403421
105,990.3389473967044,216.89698439847393
106,663.0782031001008,263.32237673715065
107,20.65099946572868,758.3786538361414
108,320.01715082246784,383.46389417189795
109,588.3171135536057,831.0484552361904
110,628.9818435911487,872.6506554473953
111,273.54203481563576,798.0468339125637
112,185.6359443059522,952.7916569719446
113,687.4882763878153,215.50767711355846
114,947.3705904889242,730.8558067701579
115,253.94164259502583,213.31197736748197
116,518.2007139306633,25.662718054531574
117,207.4700754411094,424.6854687515063
118,374.16998033422556,463.5754243648107
119,277.6287062947319,586.7843464581688
120,863.8556059232315,117.53185596203308
121,517.3791071541142,132.06810634515332
122,716.8596811925937,396.0597028072937
123,565.421311858509,183.2798362140786
124,144.84775934337725,488.05628064895456
125,355.61273784995564,940.4319452528131
126,765.3252538069653,748.6636198505473
127,903.7197397459335,83.42243544201855
128,552.1924699224065,584.4760689557688
129,961.936378547229,292.14752679254883
130,240.82877991544683,100.29394226549782
131,16.429629591474203,929.5293167921906
132,669.91654659091,785.1529120231378
133,281.7301057539491,586.4101661863267
134,63.95526612098112,485.6275959346229
135,977.4951397444468,876.5052453165908
136,338.15895183684563,961.5701545414985
137,231.70162647120452,949.3188224156814
138,941.3777047064987,799.2025873523917
139,630.4479368667911,874.287966624947
140,293.0202845077967,848.9435553129182
141,617.8766919175238,13.23685775889949
142,347.23351793221957,148.14086094816503
143,981.8293898182532,478.37030703998806
144,497.3913654986627,639.4725163987237
145,368.5846061296175,136.90027168559894
146,822.1177331942455,189.84791190275797
147,511.318982546456,224.31702897473926
148,97.84448449403405,862.1915174216833
149,972.9194890231303,960.8346580630001
150,906.5554992211789,774.0473326986388
151,333.1451520286419,81.10138998799677
152,407.2411714138073,232.23414217094273
153,132.487634757983,53.42718178682526
154,725.5943642105788,11.42745862503103
155,770.5807485027763,146.94664540037505
156,79.52208258675574,89.60303423860539
157,672.0478073539144,245.36720985284478
158,420.5394666800984,557.3687913239169
159,860.5511738287937,727.0442627113283
160,270.32790523871466,131.4827992911276
161,55.37432042119794,301.5986344809425
162,262.11814923967825,456.14056680047963
163,683.2813355476804,695.6254456388572
164,283.51884658216665,379.9269559001205
165,181.15096173690304,788.5455123065187
166,56.8480764332403,696.9972417249874
167,778.6953959411034,777.4075618487532
168,259.42256434535494,373.81313793256146
169,587.599635196389,272.821902424467
170,370.85279921788873,197.05428018563964
171,459.8558837560074,44.61230125411409
172,799.795884570618,76.95644698663273
173,518.835148831526,306.8100995451961
174,577.5429488313755,959.4333408334252
175,645.5702444560038,35.36243575549092
176,430.4024395080612,510.01685231825024
177,536.177494703452,681.3925106038379
178,277.59609773176606,128.8605654663202
179,392.6756765470943,956.4057227959488
180,187.13089175084474,903.983954928237
181,543.8059500773263,456.9114216457658
182,882.0414102298896,458.60396176858586
183,724.1676366115432,399.025321703102
184,904.0443929009577,690.0250201912273
185,699.6220542505167,327.7204015571189
186,756.7786427368892,636.0610554471413
187,240.02027337970955,160.53882248525642
188,796.3914745173317,959.1666030352225
189,458.13882726004283,590.9841653236849
190,857.7226441935546,457.22345335385705
191,951.8744768327361,575.7511620448724
192,820.767120701315,908.8437184127383
193,815.5238187685688,159.41446344895593
194,628.8984390617004,398.43425861967705
195,62.7129520233457,424.032251889842
196,258.6840668894077,849.0383084285108
197,33.30462654669619,958.9827218634736
198,355.3688484719296,356.7068904025429
199,16.32850268370789,185.23232523618393
