Index,src,snk
0,248,243
1,509,577
2,164,56
3,428,212
4,250,408
5,7,409
6,590,138
7,393,100
8,366,409
9,208,457
10,380,142
11,164,218
12,495,60
13,488,543
14,337,249
15,499,121
16,576,570
17,328,441
18,333,27
19,236,325
20,126,201
21,45,553
22,312,134
23,316,161
24,305,113
25,105,182
26,506,541
27,130,101
28,430,572
29,198,508
30,362,350
31,15,30
32,293,126
33,12,179
34,155,33
35,599,105
36,173,385
37,360,503
38,589,188
39,113,225
40,119,118
41,124,199
42,318,182
43,426,277
44,434,458
45,418,264
46,213,242
47,598,410
48,582,523
49,463,496
50,557,320
51,143,441
52,272,85
53,510,204
54,308,315
55,361,85
56,150,361
57,520,593
58,355,226
59,466,251
60,316,64
61,509,583
62,37,26
63,334,555
64,80,148
65,241,396
66,533,489
67,88,260
68,369,34
69,450,365
70,374,149
71,490,96
72,396,517
73,302,33
74,263,169
75,214,357
76,426,324
77,3,125
78,109,163
79,407,441
80,390,352
81,369,493
82,186,388
83,200,532
84,318,162
85,568,3
86,386,352
87,342,181
88,518,212
89,564,340
90,474,382
91,555,304
92,506,164
93,5,183
94,88,46
95,367,515
96,543,33
97,467,487
98,392,447
99,55,253
100,233,418
101,47,488
102,228,332
103,315,389
104,254,66
105,27,557
106,271,236
107,450,508
108,453,416
109,7,553
110,50,72
111,207,141
112,8,377
113,592,372
114,531,259
115,40,228
116,562,266
117,118,119
118,230,432
119,163,586
120,47,203
121,68,228
122,91,278
123,290,213
124,590,588
125,41,410
126,83,201
127,339,166
128,127,548
129,62,260
130,475,320
131,290,341
132,441,458
133,138,188
134,255,264
135,450,231
136,40,335
137,253,345
138,40,9
139,67,418
140,258,14
141,573,356
142,38,545
143,310,7
144,442,306
145,112,120
146,470,100
147,350,548
148,510,498
149,261,8
150,453,60
151,179,182
152,237,523
153,112,145
154,185,163
155,397,345
156,66,316
157,549,98
158,103,487
159,155,106
160,15,45
161,565,241
162,242,482
163,584,107
164,166,231
165,33,329
166,597,120
167,452,85
168,475,142
169,203,124
170,386,448
171,342,188
172,241,543
173,226,110
174,289,312
175,549,411
176,453,418
177,189,484
178,72,371
179,171,493
180,451,150
181,147,261
182,176,146
183,99,152
184,340,520
185,359,429
186,183,152
187,185,517
188,565,93
189,462,471
190,103,595
191,122,405
192,253,251
193,288,202
194,550,119
195,306,199
196,126,343
197,558,458
198,442,372
199,236,457
200,481,367
201,519,307
202,434,139
203,47,79
204,291,523
205,86,20
206,558,513
207,155,115
208,191,160
209,432,267
210,187,188
211,15,216
212,308,506
213,233,334
214,590,347
215,25,481
216,161,414
217,78,547
218,193,599
219,263,364
220,552,533
221,529,45
222,234,410
223,296,74
224,380,293
225,239,158
226,30,474
227,384,348
228,459,385
229,66,424
230,329,9
231,494,340
232,546,443
233,67,376
234,107,552
235,310,361
236,537,100
237,468,134
238,121,287
239,216,112
240,511,278
241,363,281
242,474,293
243,565,267
244,260,323
245,572,53
246,266,199
247,580,131
248,383,127
249,484,418
250,184,415
251,48,305
252,295,285
253,320,337
254,349,126
255,251,599
256,315,95
257,309,202
258,80,247
259,294,153
260,43,407
261,357,231
262,102,459
263,318,30
264,48,351
265,227,449
266,96,90
267,145,315
268,532,454
269,171,132
270,359,159
271,83,304
272,589,103
273,573,188
274,509,146
275,47,339
276,77,406
277,37,74
278,316,506
279,191,380
280,211,540
281,407,381
282,556,501
283,532,521
284,272,24
285,186,479
286,51,390
287,474,296
288,162,366
289,156,324
290,231,423
291,204,599
292,234,82
293,108,160
294,19,192
295,25,362
296,183,0
297,168,366
298,183,298
299,308,464
300,589,298
301,274,209
302,568,187
303,185,278
304,82,499
305,516,248
306,529,221
307,528,128
308,294,367
309,249,598
310,133,496
311,133,446
312,353,551
313,576,34
314,172,236
315,371,17
316,263,479
317,123,91
318,0,332
319,523,478
320,66,166
321,77,407
322,4,474
323,300,43
324,577,371
325,49,3
326,42,288
327,318,99
328,315,215
329,552,373
330,472,255
331,324,325
332,23,448
333,37,166
334,499,103
335,100,128
336,75,252
337,92,279
338,419,7
339,578,143
340,402,68
341,103,212
342,406,471
343,450,224
344,509,387
345,589,595
346,489,413
347,474,177
348,222,483
349,114,348
350,487,234
351,285,468
352,284,379
353,258,598
354,407,301
355,304,72
356,576,282
357,261,209
358,404,407
359,460,267
360,4,198
361,128,89
362,529,120
363,563,202
364,248,504
365,339,221
366,366,13
367,381,263
368,177,20
369,584,250
370,537,220
371,1,68
372,5,281
373,529,177
374,389,538
375,64,396
376,73,231
377,288,470
378,448,232
379,310,547
380,5,222
381,304,156
382,262,502
383,592,461
384,33,32
385,391,355
386,320,49
387,38,358
388,578,311
389,227,598
390,380,385
391,309,165
392,234,477
393,290,372
394,314,254
395,357,93
396,308,280
397,551,209
398,58,307
399,454,174
400,37,466
401,33,233
402,59,547
403,405,425
404,163,211
405,163,106
406,156,12
407,411,308
408,24,90
409,409,241
410,516,184
411,143,542
412,230,419
413,192,432
414,518,251
415,216,80
416,134,32
417,577,345
418,13,41
419,76,89
420,156,537
