Index,src,snk
0,35,6
1,34,76
2,65,42
3,90,76
4,80,43
5,80,19
6,60,98
7,89,97
8,55,98
9,80,63
10,85,51
11,2,39
12,82,38
13,41,83
14,72,51
15,29,66
16,35,70
17,19,5
18,29,62
19,48,57
20,4,18
21,9,75
22,61,17
23,17,8
24,52,1
25,40,54
26,95,64
27,38,11
28,66,86
29,49,3
30,79,37
31,63,52
32,49,42
33,51,1
34,83,94
35,94,7
36,61,65
37,5,30
38,17,39
39,52,28
40,76,1
41,70,93
42,78,11
43,55,15
44,51,6
45,38,6
46,73,15
47,66,54
48,82,55
49,92,69
50,42,72
51,98,70
52,59,96
53,79,69
54,62,58
55,12,70
56,31,80
57,9,44
58,5,34
59,91,70
60,5,68
61,36,45
62,9,90
63,54,91
64,99,89
65,64,5
66,80,71
67,43,13
68,17,59
69,44,74
70,79,17
71,59,8
72,51,61
73,72,31
74,29,49
75,18,93
76,70,3
77,89,95
78,96,76
79,83,52
80,41,0
81,62,35
82,38,26
83,68,5
84,32,68
85,58,78
86,82,54
87,31,8
88,77,19
89,79,32
90,76,9
91,10,33
92,59,64
93,52,95
94,0,47
95,47,23
96,89,50
97,3,69
98,54,35
99,80,68
100,61,35
101,91,30
102,13,27
103,4,91
104,4,39
105,82,67
106,64,96
107,66,4
108,95,26
109,5,79
110,89,83
111,5,80
112,77,21
113,89,56
114,33,50
115,73,68
116,70,29
117,49,22
118,91,53
119,7,78
120,69,41
121,17,31
122,85,72
123,98,37
124,32,77
125,87,53
126,94,23
127,78,43
128,92,86
129,46,32
130,72,43
131,67,23
132,73,95
133,70,29
134,84,93
135,74,48
136,66,80
137,70,37
138,80,85
139,70,41
140,30,49
141,89,27
142,61,88
143,16,20
144,13,27
145,61,56
146,66,92
147,10,45
148,37,22
149,84,75
150,83,32
151,73,59
152,77,8
153,88,34
154,88,16
155,73,65
156,89,81
157,40,25
158,53,1
159,42,62
160,16,17
161,48,98
162,62,21
163,15,69
164,17,21
165,89,32
166,6,14
167,70,81
168,47,88
169,65,58
170,49,46
171,70,5
172,68,73
173,89,86
174,21,56
175,84,2
176,14,15
177,54,70
178,51,54
179,67,90
180,98,21
181,47,45
182,15,47
183,82,69
184,1,26
185,64,75
186,76,73
187,88,4
188,4,94
189,96,60
190,77,53
191,38,23
192,9,81
193,5,25
194,29,67
195,49,55
196,64,0
197,49,92
198,41,7
199,37,91
200,42,40
201,77,31
202,14,53
203,67,95
204,41,88
205,37,47
206,36,7
207,38,78
208,32,96
209,13,1
210,89,37
211,47,3
212,56,66
213,6,56
214,55,56
215,64,44
216,73,60
217,59,57
218,43,17
219,86,83
220,10,60
221,73,69
222,74,86
223,62,31
224,29,47
225,94,86
226,64,96
227,28,78
228,49,74
229,32,70
230,72,95
231,54,14
232,52,97
233,39,90
234,79,70
235,21,8
236,43,87
237,54,50
238,65,40
239,28,79
240,54,39
241,25,11
242,39,89
243,47,18
244,41,34
245,99,29
246,89,6
247,38,77
248,43,63
249,7,61
250,16,55
251,52,0
252,70,13
253,56,60
254,36,90
255,32,77
256,64,22
257,7,73
258,60,95
259,47,96
260,54,60
261,90,3
262,69,72
263,20,81
264,40,94
265,61,55
266,65,18
267,85,28
268,35,82
269,21,5
270,91,69
271,26,72
272,18,67
273,69,23
274,38,2
275,36,3
276,55,33
277,70,9
278,61,42
279,83,99
280,83,69
281,80,73
282,7,9
283,7,58
284,47,55
285,55,84
286,96,25
287,88,25
288,34,52
289,92,51
290,82,60
291,98,34
292,31,68
293,42,35
294,49,52
295,67,25
296,62,75
297,40,93
298,95,6
299,65,53
300,53,57
301,51,33
302,61,29
303,28,97
304,21,24
305,5,1
306,28,93
307,41,85
308,11,80
309,77,74
310,5,95
311,39,95
312,96,77
313,56,54
314,63,45
315,36,46
316,32,66
317,59,53
318,48,14
319,37,97
320,53,63
321,7,42
322,91,99
323,91,87
324,14,27
325,83,62
326,89,57
327,11,79
328,55,23
329,9,83
330,24,74
331,15,33
332,84,46
333,28,99
334,11,72
335,76,64
336,11,94
337,84,6
338,41,11
339,99,37
340,68,26
341,64,5
342,95,37
343,89,31
344,80,82
345,85,60
346,49,35
347,34,88
348,99,25
349,63,60
350,38,95
351,68,37
352,64,4
353,59,1
354,31,22
355,4,14
